measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,All Ages,Non-melanoma skin cancer,Number,2014,49426.88195653863,52078.2726719716,44625.809093909644
Deaths,Global,Both,All Ages,Ovarian cancer,Number,2014,171688.5103928477,184853.27388702237,156711.1968853798
Deaths,Global,Both,All Ages,Leukemia,Number,2013,308498.5311247063,326103.42216488905,283265.40990380076
Deaths,Global,Both,All Ages,Testicular cancer,Number,2014,9852.337446470658,10633.063763467771,9372.701681328961
Deaths,Global,Both,All Ages,Kidney cancer,Number,2014,144808.55075051432,150029.2205751802,136590.35714475508
Deaths,Global,Both,All Ages,Bladder cancer,Number,2014,198889.56824235708,207108.6243784944,185252.10575269535
Deaths,Global,Both,All Ages,Brain and central nervous system cancer,Number,2014,223489.36035694255,241336.07229059623,170418.11070202937
Deaths,Global,Both,All Ages,Thyroid cancer,Number,2014,40408.70377496688,42295.88863786337,36586.69985668917
Deaths,Global,Both,All Ages,Mesothelioma,Number,2014,26915.013502014073,28380.239968592068,24657.53009364144
Deaths,Global,Both,All Ages,Hodgkin lymphoma,Number,2014,26355.87000549767,30615.30542123699,22733.685119045134
Deaths,Global,Both,All Ages,Non-Hodgkin lymphoma,Number,2014,225104.837137256,234682.75001740846,212020.5497276117
Deaths,Global,Both,All Ages,Multiple myeloma,Number,2014,98005.35681411812,104571.4268690063,86007.25153950945
Deaths,Global,Both,All Ages,Leukemia,Number,2011,302948.6852010926,320842.2503345153,278024.74587322347
Deaths,Global,Both,All Ages,Esophageal cancer,Number,2015,451094.5754725942,488996.02621404186,403689.47248833824
Deaths,Global,Both,All Ages,Stomach cancer,Number,2015,910683.3600871993,966051.7835406471,850295.2339608626
Deaths,Global,Both,All Ages,Liver cancer,Number,2015,436626.9157215031,460345.6036121576,412112.6156967211
Deaths,Global,Both,All Ages,Larynx cancer,Number,2012,108481.24282450163,113145.87813528505,104166.35576254487
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Number,2012,1736387.2178687032,1816812.1453317106,1652297.8193963564
Deaths,Global,Both,All Ages,Breast cancer,Number,2012,588488.2775548024,611570.7642530467,556273.495852519
Deaths,Global,Both,All Ages,Cervical cancer,Number,2012,244990.1220364871,273093.30481086066,216542.19420055332
Deaths,Global,Both,All Ages,Uterine cancer,Number,2012,81778.22036131486,86801.98013927,72859.80776160155
Deaths,Global,Both,All Ages,Prostate cancer,Number,2012,395328.6884595293,479149.7348483953,338920.437157568
Deaths,Global,Both,All Ages,Colon and rectum cancer,Number,2012,894817.4060905125,933461.5787612213,837704.2994742014
Deaths,Global,Both,All Ages,Lip and oral cavity cancer,Number,2012,166179.22699188828,173581.64772832135,158823.57947752893
Deaths,Global,Both,All Ages,Nasopharynx cancer,Number,2012,63071.276440166956,67140.47310295395,59477.114837994595
Deaths,Global,Both,All Ages,Other pharynx cancer,Number,2012,91926.66796681484,96527.4282891356,87669.13281166337
Deaths,Global,Both,All Ages,Gallbladder and biliary tract cancer,Number,2012,148112.15050655697,157482.99104639154,125178.40597142595
Deaths,Global,Both,All Ages,Pancreatic cancer,Number,2012,416453.30130638706,433395.4706986918,391605.2208159035
Deaths,Global,Both,All Ages,Malignant skin melanoma,Number,2012,55378.64575609284,60832.007348151215,40388.890452314896
Deaths,Global,Both,All Ages,Non-melanoma skin cancer,Number,2012,46527.324689788096,48840.7295692495,42542.49974886838
Deaths,Global,Both,All Ages,Ovarian cancer,Number,2012,161637.42047759955,173982.68725507637,149038.48446678545
Deaths,Global,Both,All Ages,Testicular cancer,Number,2012,9452.051741449637,10350.185850005848,8977.603485397833
Deaths,Global,Both,All Ages,Kidney cancer,Number,2012,138526.01155862425,143136.92288239798,131534.97429969348
Deaths,Global,Both,All Ages,Bladder cancer,Number,2012,190270.13968604428,197644.88281447842,178353.2573923781
Deaths,Global,Both,All Ages,Brain and central nervous system cancer,Number,2012,214733.3381745562,231829.78020026005,168425.73569046697
Deaths,Global,Both,All Ages,Thyroid cancer,Number,2012,38953.17288724134,40766.76028045828,35097.71454796356
Deaths,Global,Both,All Ages,Mesothelioma,Number,2012,25932.215002039407,27366.880187237075,23797.7387421236
Deaths,Global,Both,All Ages,Hodgkin lymphoma,Number,2012,26201.187639492135,30334.994923708407,22744.77221333896
Deaths,Global,Both,All Ages,Non-Hodgkin lymphoma,Number,2012,215497.67415286074,224572.48076658192,204441.06236413735
Deaths,Global,Both,All Ages,Multiple myeloma,Number,2012,92865.23433285748,99204.44170005173,81714.84076830292
Deaths,Global,Both,All Ages,Larynx cancer,Number,2017,118163.93232935647,124860.27973552296,111443.78285583296
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Number,2017,1920896.1695076835,2031821.4136066434,1795212.0157768216
Deaths,Global,Both,All Ages,Breast cancer,Number,2017,666366.0619550546,706727.2924128957,620041.7237342157
Deaths,Global,Both,All Ages,Cervical cancer,Number,2017,273183.445472218,300961.70832447836,235181.68499562878
Deaths,Global,Both,All Ages,Uterine cancer,Number,2017,87555.92935916553,97009.9311272718,79955.49943974963
Deaths,Global,Both,All Ages,Prostate cancer,Number,2017,454493.7172660528,557347.3030599859,390596.7872606041
Deaths,Global,Both,All Ages,Colon and rectum cancer,Number,2017,1009950.2248530625,1063215.0947467815,939767.1097665061
Deaths,Global,Both,All Ages,Lip and oral cavity cancer,Number,2017,188514.4883920737,201889.11238118578,174660.33510763172
Deaths,Global,Both,All Ages,Nasopharynx cancer,Number,2017,68869.0323718458,73988.29347945651,63844.46941044566
Deaths,Global,Both,All Ages,Other pharynx cancer,Number,2017,107699.20336456884,116104.70525050384,99641.28950522929
Deaths,Global,Both,All Ages,Gallbladder and biliary tract cancer,Number,2017,163491.03399682505,176267.43216842125,137541.7846955278
Deaths,Global,Both,All Ages,Pancreatic cancer,Number,2017,489986.34851322096,515872.14184291445,458169.1087865743
Deaths,Global,Both,All Ages,Malignant skin melanoma,Number,2017,60319.134445250515,67610.90389711807,44655.47051174884
Deaths,Global,Both,All Ages,Non-melanoma skin cancer,Number,2017,53228.23726684315,56250.50343866478,47952.612125474276
Deaths,Global,Both,All Ages,Ovarian cancer,Number,2017,185927.42130725674,202868.68097494225,166002.91002446023
Deaths,Global,Both,All Ages,Testicular cancer,Number,2017,10432.944804798173,11271.502405499541,9785.166121786537
Deaths,Global,Both,All Ages,Kidney cancer,Number,2017,156096.13523572724,163451.252321923,147348.01266292966
Deaths,Global,Both,All Ages,Bladder cancer,Number,2017,215351.60058340293,225707.06441751422,199721.1352385599
Deaths,Global,Both,All Ages,Brain and central nervous system cancer,Number,2017,236654.1227425513,258142.78103731177,178338.07693029178
Deaths,Global,Both,All Ages,Thyroid cancer,Number,2017,43210.22609792922,45699.87565352491,38898.24603728276
Deaths,Global,Both,All Ages,Mesothelioma,Number,2017,28355.91040714067,29885.986919527215,26113.958655461855
Deaths,Global,Both,All Ages,Hodgkin lymphoma,Number,2017,27022.354703679095,31352.10402159452,23476.6907091468
Deaths,Global,Both,All Ages,Non-Hodgkin lymphoma,Number,2017,241226.69774075222,253990.6991257957,226214.53153314686
Deaths,Global,Both,All Ages,Multiple myeloma,Number,2017,106693.88501288561,114338.31593044262,93674.03410463803
Deaths,Global,Both,All Ages,Leukemia,Number,2016,320596.3482403615,340066.3195958452,293519.12603539473
Deaths,Global,Both,All Ages,Leukemia,Number,2017,323913.0309402696,344722.28200140677,296661.26061036706
Deaths,Global,Both,All Ages,Esophageal cancer,Number,2013,446022.94025285955,477565.63718326075,390209.4675978989
Deaths,Global,Both,All Ages,Stomach cancer,Number,2013,909263.4481631011,960120.3342635377,851329.0197027717
Deaths,Global,Both,All Ages,Liver cancer,Number,2013,408647.4449240372,430759.26103333174,385450.2562694147
Deaths,Global,Both,All Ages,Esophageal cancer,Number,2016,458974.30527341843,499164.6162326517,410091.0090222532
Deaths,Global,Both,All Ages,Stomach cancer,Number,2016,920225.0446564364,986486.0493114248,849149.0020288203
Deaths,Global,Both,All Ages,Liver cancer,Number,2016,449632.6572724628,479300.2267845125,420582.41374179424
Deaths,Global,Both,All Ages,Leukemia,Number,2015,316505.73993546405,334933.10679494316,291706.1179850911
Deaths,Global,Both,All Ages,Larynx cancer,Number,2016,116375.03207467687,122194.67449256561,110403.20270910331
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Number,2016,1879225.7565990814,1997278.4510580197,1757410.4801277819
Deaths,Global,Both,All Ages,Breast cancer,Number,2016,653229.4848630313,688912.509398508,612913.9463483795
Deaths,Global,Both,All Ages,Cervical cancer,Number,2016,269746.90503414016,294928.5078926055,230729.77799866028
Deaths,Global,Both,All Ages,Uterine cancer,Number,2016,86613.85179516168,95205.01342049956,79398.27810141734
Deaths,Global,Both,All Ages,Prostate cancer,Number,2016,441036.17966190027,543483.5106864969,380771.74636472674
Deaths,Global,Both,All Ages,Colon and rectum cancer,Number,2016,983756.4577384429,1035621.1441709588,914678.8557441519
Deaths,Global,Both,All Ages,Lip and oral cavity cancer,Number,2016,184934.373363611,197525.93339919616,173159.62384203903
Deaths,Global,Both,All Ages,Nasopharynx cancer,Number,2016,67817.54761108436,72999.6344414125,63377.12998753554
Deaths,Global,Both,All Ages,Other pharynx cancer,Number,2016,105170.12956709568,112154.55536733635,98837.71287233022
Deaths,Global,Both,All Ages,Gallbladder and biliary tract cancer,Number,2016,159987.53207106664,171946.1035843568,136297.56187807157
Deaths,Global,Both,All Ages,Pancreatic cancer,Number,2016,474955.457778759,499535.8670735555,442626.54608987866
Deaths,Global,Both,All Ages,Malignant skin melanoma,Number,2016,59534.719755018225,66641.47920756722,43910.35842683462
Deaths,Global,Both,All Ages,Non-melanoma skin cancer,Number,2016,52214.5088492785,55291.40654137917,47092.292859146735
Deaths,Global,Both,All Ages,Ovarian cancer,Number,2016,180053.05646423253,194772.64109013043,162592.30754530194
Deaths,Global,Both,All Ages,Testicular cancer,Number,2016,10242.480603099255,11014.889278279192,9645.992180175654
Deaths,Global,Both,All Ages,Kidney cancer,Number,2016,152748.59210337256,159170.25494564156,144219.4055688932
Deaths,Global,Both,All Ages,Bladder cancer,Number,2016,210424.422314075,220413.08132557382,195187.41621013352
Deaths,Global,Both,All Ages,Brain and central nervous system cancer,Number,2016,232887.92676406616,254500.87393531503,176056.98042413613
Deaths,Global,Both,All Ages,Thyroid cancer,Number,2016,42347.45466809996,44568.42659665055,38319.81710478969
Deaths,Global,Both,All Ages,Mesothelioma,Number,2016,27955.833082100748,29501.061306364554,25779.47552618412
Deaths,Global,Both,All Ages,Hodgkin lymphoma,Number,2016,26827.495383443882,31078.65156922583,23221.601966753806
Deaths,Global,Both,All Ages,Non-Hodgkin lymphoma,Number,2016,236436.89139729927,248151.69125941483,222048.2864553194
Deaths,Global,Both,All Ages,Multiple myeloma,Number,2016,103911.26067818793,110716.36845399652,91170.08578794087
Deaths,Global,Both,All Ages,Esophageal cancer,Number,2017,467777.0446087287,507192.01184857654,414788.4205991409
Deaths,Global,Both,All Ages,Stomach cancer,Number,2017,925371.7112553727,988932.11836229,854412.4588549519
Deaths,Global,Both,All Ages,Liver cancer,Number,2017,460784.21387014777,493103.211700013,425989.1686512323
Deaths,Global,Both,All Ages,Esophageal cancer,Number,2018,481641.4898798269,530775.2883023922,430069.2820389703
Deaths,Global,Both,All Ages,Stomach cancer,Number,2018,938560.4804043552,1018332.4286026598,860092.2549593445
Deaths,Global,Both,All Ages,Liver cancer,Number,2018,471760.89934730023,509377.38315766654,433998.06932415674
Deaths,Global,Both,All Ages,Prostate cancer,Number,2018,470145.5112973069,571319.4310267445,404294.55646881054
Deaths,Global,Both,All Ages,Colon and rectum cancer,Number,2018,1047265.5048874731,1110359.3688956387,966767.374988788
Deaths,Global,Both,All Ages,Lip and oral cavity cancer,Number,2018,193941.2998230299,210476.44941067277,178548.2263129072
Deaths,Global,Both,All Ages,Nasopharynx cancer,Number,2018,70131.97686910446,76249.3917714323,64571.26998417097
Deaths,Global,Both,All Ages,Other pharynx cancer,Number,2018,110940.70101685596,121484.40114824042,101678.1248607232
Deaths,Global,Both,All Ages,Gallbladder and biliary tract cancer,Number,2018,167858.58870472424,182478.13128116733,140806.00136305604
Deaths,Global,Both,All Ages,Pancreatic cancer,Number,2018,510406.3412566636,542446.6090009969,474592.6766966293
Deaths,Global,Both,All Ages,Malignant skin melanoma,Number,2018,61601.07719125629,69649.6159391112,45270.57240781621
Deaths,Global,Both,All Ages,Non-melanoma skin cancer,Number,2018,54547.62159274952,57970.95435485252,48975.91393962669
Deaths,Global,Both,All Ages,Ovarian cancer,Number,2018,192377.73614985272,210714.35194831877,171086.3930084961
Deaths,Global,Both,All Ages,Testicular cancer,Number,2018,10655.548416304624,11699.277908394857,9907.18390371709
Deaths,Global,Both,All Ages,Kidney cancer,Number,2018,161148.06167045387,170385.03967972205,151260.3577268608
Deaths,Global,Both,All Ages,Bladder cancer,Number,2018,221821.05130047628,235028.00103986208,204016.19953106064
Deaths,Global,Both,All Ages,Brain and central nervous system cancer,Number,2018,241409.63212667924,265869.2463749493,182511.9152616632
Deaths,Global,Both,All Ages,Thyroid cancer,Number,2018,44374.56933288531,47287.51111601477,40273.76369923589
Deaths,Global,Both,All Ages,Mesothelioma,Number,2018,28778.190174316507,30414.126644047486,26259.304772941734
Deaths,Global,Both,All Ages,Hodgkin lymphoma,Number,2018,27296.881110440896,31609.22025727301,23396.12951853165
Deaths,Global,Both,All Ages,Non-Hodgkin lymphoma,Number,2018,247877.2388517915,262406.176139792,230762.73538797913
Deaths,Global,Both,All Ages,Multiple myeloma,Number,2018,109979.37187593947,118002.07870799747,96342.95985734048
Deaths,Global,Both,All Ages,Leukemia,Number,2018,329395.7914019422,351223.57102949393,300786.6438249561
Deaths,Global,Both,All Ages,Larynx cancer,Number,2018,120617.1001406994,129042.23795437547,112574.52838259794
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Number,2018,1979287.5822992662,2122059.132236001,1835226.7901144146
Deaths,Global,Both,All Ages,Breast cancer,Number,2018,683497.9580398693,727508.7025880443,633583.9219228653
Deaths,Global,Both,All Ages,Cervical cancer,Number,2018,276624.6305558447,308429.86951934197,238148.5859912546
Deaths,Global,Both,All Ages,Uterine cancer,Number,2018,89483.83957250847,99282.44017295135,81959.09577103778
Deaths,Global,Both,All Ages,Gallbladder and biliary tract cancer,Number,2019,172440.7526292525,188615.29112464344,144898.84652314882
Deaths,Global,Both,All Ages,Pancreatic cancer,Number,2019,531107.1150365397,566536.852152924,491948.1942999251
Deaths,Global,Both,All Ages,Malignant skin melanoma,Number,2019,62843.5880783146,71000.67167920682,46316.94872165688
Deaths,Global,Both,All Ages,Non-melanoma skin cancer,Number,2019,56053.55659315846,59792.38145926357,50414.84641457926
Deaths,Global,Both,All Ages,Ovarian cancer,Number,2019,198412.1754647824,217664.61845854274,175357.2550705098
Deaths,Global,Both,All Ages,Testicular cancer,Number,2019,10842.059336960037,11902.285663907058,9960.793932499875
Deaths,Global,Both,All Ages,Kidney cancer,Number,2019,166437.62399425072,176302.0745793708,155461.18262205517
Deaths,Global,Both,All Ages,Bladder cancer,Number,2019,228734.50076807468,243193.02589239425,210743.23265605787
Deaths,Global,Both,All Ages,Brain and central nervous system cancer,Number,2019,246253.26917432333,270929.9155416244,185641.83923935884
Deaths,Global,Both,All Ages,Thyroid cancer,Number,2019,45575.95607844101,48775.33636270005,41289.61208653719
Deaths,Global,Both,All Ages,Mesothelioma,Number,2019,29251.042049101525,31005.580732776943,26667.719165266797
Deaths,Global,Both,All Ages,Hodgkin lymphoma,Number,2019,27551.890239015345,31812.683468786625,23684.796464382463
Deaths,Global,Both,All Ages,Non-Hodgkin lymphoma,Number,2019,254614.46273853397,270352.5306559772,237714.28385432428
Deaths,Global,Both,All Ages,Multiple myeloma,Number,2019,113474.35593663153,121735.03429251944,99527.4543655611
Deaths,Global,Both,All Ages,Larynx cancer,Number,2019,123355.58985122667,132798.43266893146,114941.39743402814
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Number,2019,2042639.7363892663,2193268.972765379,1879241.239817795
Deaths,Global,Both,All Ages,Breast cancer,Number,2019,700659.9334364465,751555.0798023511,647383.8082149149
Deaths,Global,Both,All Ages,Cervical cancer,Number,2019,280479.0351903999,313929.70230407757,238863.963551034
Deaths,Global,Both,All Ages,Uterine cancer,Number,2019,91640.71204730337,101502.07108233971,82389.19913487014
Deaths,Global,Both,All Ages,Prostate cancer,Number,2019,486836.06666747126,593688.8455302118,420498.05413361033
Deaths,Global,Both,All Ages,Colon and rectum cancer,Number,2019,1085797.4989815422,1149678.5408239884,1002795.4112963527
Deaths,Global,Both,All Ages,Lip and oral cavity cancer,Number,2019,199397.55224116493,218058.55772592142,181651.48404333822
Deaths,Global,Both,All Ages,Nasopharynx cancer,Number,2019,71610.48888724513,77624.61581665,65442.01106344039
Deaths,Global,Both,All Ages,Other pharynx cancer,Number,2019,114206.7191835565,126039.37053087258,103153.61726217881
Deaths,Global,Both,All Ages,Esophageal cancer,Number,2019,498067.0629658689,551461.5980101664,438411.3253084035
Deaths,Global,Both,All Ages,Stomach cancer,Number,2019,957185.1581946526,1034646.0111530086,870949.1175109464
Deaths,Global,Both,All Ages,Liver cancer,Number,2019,484576.64071791794,525797.585404775,444091.3551567831
Deaths,Global,Both,All Ages,Leukemia,Number,2019,334592.256603814,360213.8975287531,306817.6857332145
