measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Zambia,Both,All Ages,Total cancers,Percent,2000,0.03423728119004828,0.04068706300283591,0.02832252696760285
Deaths,Zambia,Both,All Ages,Total cancers,Rate,2000,58.151586628545004,69.29920499373299,48.764330762166814
Deaths,Argentina,Both,All Ages,Total cancers,Number,2000,67042.73410339301,68715.517234491,64214.90759357414
Deaths,Argentina,Both,All Ages,Total cancers,Percent,2000,0.2391090899299347,0.24499663713157158,0.22903819143762813
Deaths,Argentina,Both,All Ages,Total cancers,Rate,2000,182.14472650965547,186.6894192343572,174.46195979173834
Deaths,United States of America,Both,All Ages,Total cancers,Number,2000,595483.3680925256,610259.092084412,566375.4998419135
Deaths,United States of America,Both,All Ages,Total cancers,Percent,2000,0.2493266512898433,0.2555417541800717,0.2370337260471751
Deaths,United States of America,Both,All Ages,Total cancers,Rate,2000,212.1560546021654,217.42028106755035,201.7856382029455
Deaths,Brazil,Both,All Ages,Total cancers,Number,2000,162222.49328763373,167382.23615831695,155845.14489729612
Deaths,Brazil,Both,All Ages,Total cancers,Percent,2000,0.1545961614213774,0.15970003460004767,0.1484328759477899
Deaths,Brazil,Both,All Ages,Total cancers,Rate,2000,93.10127961013973,96.06251300006264,89.44124897180298
Deaths,Finland,Both,All Ages,Total cancers,Number,2000,10776.397300339191,11115.897299382872,10271.699449140877
Deaths,Finland,Both,All Ages,Total cancers,Percent,2000,0.2188676950301223,0.2251708638817518,0.20828501563008692
Deaths,Finland,Both,All Ages,Total cancers,Rate,2000,207.65370397476346,214.19563355809757,197.92852632321816
Deaths,Australia,Both,All Ages,Total cancers,Number,2000,36507.65793942929,37607.0181220168,34544.67742937447
Deaths,Australia,Both,All Ages,Total cancers,Percent,2000,0.2861152367492463,0.29434256016763694,0.27108713292001607
Deaths,Australia,Both,All Ages,Total cancers,Rate,2000,193.3110397492272,199.13224198322166,182.91689712754143
Deaths,India,Both,All Ages,Total cancers,Number,2000,498488.30271480005,541366.2895109956,456182.9229718541
Deaths,India,Both,All Ages,Total cancers,Percent,2000,0.05834370888005331,0.06295917828221316,0.054079155613797704
Deaths,India,Both,All Ages,Total cancers,Rate,2000,48.303354633367796,52.45821762794931,44.203977076273986
Deaths,Iran (Islamic Republic of),Both,All Ages,Total cancers,Number,2000,32464.25113794968,33808.68571430121,30679.896051620857
Deaths,Iran (Islamic Republic of),Both,All Ages,Total cancers,Percent,2000,0.10473043126383089,0.10950797196250525,0.09870356267100214
Deaths,Iran (Islamic Republic of),Both,All Ages,Total cancers,Rate,2000,48.22969963549923,50.2270251096488,45.5788173006188
Deaths,United Kingdom,Both,All Ages,Total cancers,Number,2005,164065.09098926254,168847.7500113704,154619.51880668805
Deaths,United Kingdom,Both,All Ages,Total cancers,Percent,2005,0.28655348201303704,0.2946867045858262,0.27020417606609826
Deaths,United Kingdom,Both,All Ages,Total cancers,Rate,2005,268.08075100406774,275.8955689809587,252.64677861482048
Deaths,Egypt,Both,All Ages,Total cancers,Number,2000,30512.336019095143,32635.447148523486,28837.20364828961
Deaths,Egypt,Both,All Ages,Total cancers,Percent,2000,0.0739280896269132,0.07992798740318267,0.06937946105876591
Deaths,Egypt,Both,All Ages,Total cancers,Rate,2000,45.07314204986317,48.20942402658513,42.598618983048894
Deaths,China,Both,All Ages,Total cancers,Number,2000,1864707.2091929438,2006313.8516612418,1721324.6734603718
Deaths,China,Both,All Ages,Total cancers,Percent,2000,0.2154547151326402,0.2206100014855209,0.20745540164743664
Deaths,China,Both,All Ages,Total cancers,Rate,2000,143.3887432943932,154.2777442086202,132.36318308435074
Deaths,South Africa,Both,All Ages,Total cancers,Number,2000,45879.76819855681,47630.47483476642,43747.522553568815
Deaths,South Africa,Both,All Ages,Total cancers,Percent,2000,0.08043741660580075,0.08813337891261915,0.07210672077308679
Deaths,South Africa,Both,All Ages,Total cancers,Rate,2000,100.88879945701777,104.73857241062612,96.20002896586567
Deaths,Germany,Both,All Ages,Total cancers,Number,2005,259893.29654470822,268728.06519326067,242850.853870095
Deaths,Germany,Both,All Ages,Total cancers,Percent,2005,0.3129991478556629,0.3235836202549823,0.29259760225238307
Deaths,Germany,Both,All Ages,Total cancers,Rate,2005,315.3020770875093,326.0204024252963,294.62621647320515
Deaths,Kenya,Both,All Ages,Total cancers,Number,2005,13178.312642935214,14852.282471798057,11729.993064175538
Deaths,Kenya,Both,All Ages,Total cancers,Percent,2005,0.038602900157884215,0.04385501150046309,0.03396439313775972
Deaths,Kenya,Both,All Ages,Total cancers,Rate,2005,37.00788085502498,41.70879193977409,32.940650105307455
Deaths,Canada,Both,All Ages,Total cancers,Number,2005,68765.81141382104,70815.58657233162,64795.23840303723
Deaths,Canada,Both,All Ages,Total cancers,Percent,2005,0.3065245893499924,0.31552505768858813,0.2885705457955191
Deaths,Canada,Both,All Ages,Total cancers,Rate,2005,216.6264714419313,223.08368543691105,204.1183485354401
Deaths,Iran (Islamic Republic of),Both,All Ages,Total cancers,Number,2005,38187.4156109441,39561.96435324445,36417.06120534163
Deaths,Iran (Islamic Republic of),Both,All Ages,Total cancers,Percent,2005,0.11654903789095541,0.12077336904216063,0.11075847318797884
Deaths,Iran (Islamic Republic of),Both,All Ages,Total cancers,Rate,2005,53.00382152695986,54.911683974611734,50.546584045638184
Deaths,Argentina,Both,All Ages,Total cancers,Number,2005,70397.98437028135,72273.88666877923,67316.13331578166
Deaths,Argentina,Both,All Ages,Total cancers,Percent,2005,0.24286969207841932,0.2493740083225051,0.23236570875821314
Deaths,Argentina,Both,All Ages,Total cancers,Rate,2005,181.11481291161138,185.94099787801414,173.18605071550516
Deaths,China,Both,All Ages,Total cancers,Number,2005,2110664.160569216,2265286.9724918683,1954742.612128882
Deaths,China,Both,All Ages,Total cancers,Percent,2005,0.2289925781899381,0.23462293353053154,0.21897732508057785
Deaths,China,Both,All Ages,Total cancers,Rate,2005,157.98039031545966,169.55370104653622,146.30987089253458
Deaths,Japan,Both,All Ages,Total cancers,Number,2005,358278.32025241887,375666.0190196263,324916.49813548126
Deaths,Japan,Both,All Ages,Total cancers,Percent,2005,0.33227675517036387,0.34792168447931504,0.30123942939406845
Deaths,Japan,Both,All Ages,Total cancers,Rate,2005,275.92030776286595,289.31106830834324,250.22742123947825
Deaths,Finland,Both,All Ages,Total cancers,Number,2005,11420.942068010176,11803.33129323866,10798.981745135787
Deaths,Finland,Both,All Ages,Total cancers,Percent,2005,0.23593348347984944,0.24354534696250366,0.22379526203889968
Deaths,Finland,Both,All Ages,Total cancers,Rate,2005,216.96429805870108,224.2285683214221,205.1488817761178
Deaths,Mongolia,Both,All Ages,Total cancers,Number,2005,3724.7959628541375,4289.615532281573,3171.4286353722428
Deaths,Mongolia,Both,All Ages,Total cancers,Percent,2005,0.18115013212433925,0.18964734393930074,0.17045113720616037
Deaths,Mongolia,Both,All Ages,Total cancers,Rate,2005,143.46983391417479,165.22527250070524,122.15550707343041
Deaths,Brazil,Both,All Ages,Total cancers,Number,2005,185910.11625697796,191501.92201272162,177139.93587008622
Deaths,Brazil,Both,All Ages,Total cancers,Percent,2005,0.16715634461210438,0.17223855168570426,0.15925090440288875
Deaths,Brazil,Both,All Ages,Total cancers,Rate,2005,99.67650888747968,102.67457960752054,94.97433893094832
Deaths,India,Both,All Ages,Total cancers,Number,2005,550410.2404810694,593788.7863496131,504040.35609505395
Deaths,India,Both,All Ages,Total cancers,Percent,2005,0.06544408020084785,0.06940499839396053,0.06065115231359397
Deaths,India,Both,All Ages,Total cancers,Rate,2005,48.67306135920337,52.50904853648999,44.57254857447196
Deaths,Australia,Both,All Ages,Total cancers,Number,2005,39139.07977322011,40473.776820254454,36492.580031123034
Deaths,Australia,Both,All Ages,Total cancers,Percent,2005,0.29903225763280533,0.3090402444825978,0.27919884882478396
Deaths,Australia,Both,All Ages,Total cancers,Rate,2005,194.89610445320045,201.5423326373941,181.7176522984811
Deaths,South Africa,Both,All Ages,Total cancers,Number,2005,46088.997298533075,48497.376746618604,43839.34910075682
Deaths,South Africa,Both,All Ages,Total cancers,Percent,2005,0.0632620660343093,0.06960432254240999,0.05714258088505108
Deaths,South Africa,Both,All Ages,Total cancers,Rate,2005,95.07384569554101,100.04192722138687,90.43320002821959
Deaths,United States of America,Both,All Ages,Total cancers,Number,2005,608327.8845572578,628754.5277711597,575322.0541964951
Deaths,United States of America,Both,All Ages,Total cancers,Percent,2005,0.2490996551767883,0.25751486386329026,0.23549833516808188
Deaths,United States of America,Both,All Ages,Total cancers,Rate,2005,206.38308910958347,213.31309155340145,195.1854350131602
Deaths,Egypt,Both,All Ages,Total cancers,Number,2005,38163.41383201517,41753.73827304777,35892.25454253106
Deaths,Egypt,Both,All Ages,Total cancers,Percent,2005,0.08352721909827425,0.09110331437566029,0.07825708294558209
Deaths,Egypt,Both,All Ages,Total cancers,Rate,2005,50.710147104983044,55.48083877739954,47.692313790187406
Deaths,Japan,Both,All Ages,Total cancers,Number,2010,390730.3490031136,415992.5966662596,341190.3976098466
Deaths,Japan,Both,All Ages,Total cancers,Percent,2010,0.32683456331908123,0.34786867966947504,0.2859932567786921
Deaths,Japan,Both,All Ages,Total cancers,Rate,2010,300.45230365729907,319.8777220444769,262.35853244870776
Deaths,Sudan,Both,All Ages,Total cancers,Number,2005,11709.176610105711,14982.82972620652,8532.571895037967
Deaths,Sudan,Both,All Ages,Total cancers,Percent,2005,0.04980837221942246,0.05912334154377231,0.03773679045647878
Deaths,Sudan,Both,All Ages,Total cancers,Rate,2005,38.85716014923638,49.72085002607957,28.315527526010175
Deaths,China,Both,All Ages,Total cancers,Number,2010,2262426.9936341695,2446686.3548704386,2066925.9935309484
Deaths,China,Both,All Ages,Total cancers,Percent,2010,0.23798292759410497,0.24381395182939344,0.22791401382106588
Deaths,China,Both,All Ages,Total cancers,Rate,2010,165.80235594288848,179.30583529646177,151.47503112864712
Deaths,Kenya,Both,All Ages,Total cancers,Number,2010,17121.184958810034,19854.3840532194,15252.85538205509
Deaths,Kenya,Both,All Ages,Total cancers,Percent,2010,0.05526248062283583,0.06388917195631193,0.049009850683766565
Deaths,Kenya,Both,All Ages,Total cancers,Rate,2010,42.0853576155217,48.80379805053662,37.49284146838857
Deaths,Mongolia,Both,All Ages,Total cancers,Number,2010,4399.211849783156,5165.890302112728,3699.4722972601244
Deaths,Mongolia,Both,All Ages,Total cancers,Percent,2010,0.20469755026765557,0.21277736174722112,0.1941124003162154
Deaths,Mongolia,Both,All Ages,Total cancers,Rate,2010,155.39781600029636,182.47997551765962,130.68020704121338
Deaths,Brazil,Both,All Ages,Total cancers,Number,2010,213580.9329650435,221038.37734589475,202556.64116118275
Deaths,Brazil,Both,All Ages,Total cancers,Percent,2010,0.17476813797861254,0.1810941002608532,0.1653207293958024
Deaths,Brazil,Both,All Ages,Total cancers,Rate,2010,107.69016323147682,111.4502994548494,102.13157816778356
Deaths,Mexico,Both,All Ages,Total cancers,Number,2010,78441.76516161776,81472.95982259055,74510.68765741907
Deaths,Mexico,Both,All Ages,Total cancers,Percent,2010,0.1379669386914515,0.14334113473039303,0.1314219619631458
Deaths,Mexico,Both,All Ages,Total cancers,Rate,2010,68.56253752513804,71.21197303007287,65.12655353955931
Deaths,Canada,Both,All Ages,Total cancers,Number,2010,75277.9383384299,77907.09468242317,70098.92231669338
Deaths,Canada,Both,All Ages,Total cancers,Percent,2010,0.3220436376902357,0.33329611144928367,0.3000804895013683
Deaths,Canada,Both,All Ages,Total cancers,Rate,2010,224.16505736280985,231.9942433856446,208.74281747127458
