measure,location,sex,age,cause,metric,year,val,upper,lower
YLLs (Years of Life Lost),Argentina,Both,All Ages,Total cancers,Number,2000,1584963.1268959828,1612963.4232790852,1544837.8932961584
YLLs (Years of Life Lost),Argentina,Both,All Ages,Total cancers,Percent,2000,0.2236450880767759,0.22749956871218002,0.21820471258240884
YLLs (Years of Life Lost),Argentina,Both,All Ages,Total cancers,Rate,2000,4306.099372843839,4382.171842069575,4197.0853268339515
YLLs (Years of Life Lost),Iraq,Both,All Ages,Total cancers,Number,2000,392246.11049420055,498990.7225548899,310885.67936353345
YLLs (Years of Life Lost),Iraq,Both,All Ages,Total cancers,Percent,2000,0.05448228257547198,0.06476960745160082,0.046608255530307535
YLLs (Years of Life Lost),Iraq,Both,All Ages,Total cancers,Rate,2000,1457.3557128487644,1853.9558729025373,1155.0682307403347
YLLs (Years of Life Lost),Mexico,Both,All Ages,Total cancers,Number,2000,1777061.621084222,1811929.7694067282,1725585.8735977064
YLLs (Years of Life Lost),Mexico,Both,All Ages,Total cancers,Percent,2000,0.10339363922798603,0.10762332727568413,0.09868708450222999
YLLs (Years of Life Lost),Mexico,Both,All Ages,Total cancers,Rate,2000,1756.3564704412477,1790.8183580831503,1705.4804844337514
YLLs (Years of Life Lost),India,Both,All Ages,Total cancers,Number,2000,16302692.468125544,17901227.747180298,14854755.065746114
YLLs (Years of Life Lost),India,Both,All Ages,Total cancers,Percent,2000,0.040259381653319534,0.04428106488192877,0.03671020866682278
YLLs (Years of Life Lost),India,Both,All Ages,Total cancers,Rate,2000,1579.7256053511412,1734.6231547171274,1439.4209413236185
YLLs (Years of Life Lost),Tajikistan,Both,All Ages,Total cancers,Number,2000,110444.16606792531,121253.60415907772,102156.39739146226
YLLs (Years of Life Lost),Tajikistan,Both,All Ages,Total cancers,Percent,2000,0.05567902468929318,0.061427657595214125,0.051103267788490205
YLLs (Years of Life Lost),Tajikistan,Both,All Ages,Total cancers,Rate,2000,1737.3325940775192,1907.3695438596592,1606.9625513091344
YLLs (Years of Life Lost),Japan,Both,All Ages,Total cancers,Number,2000,6585739.300162422,6735724.316600803,6283056.982451453
YLLs (Years of Life Lost),Japan,Both,All Ages,Total cancers,Percent,2000,0.36546332035372464,0.3736249016736594,0.3484145832814545
YLLs (Years of Life Lost),Japan,Both,All Ages,Total cancers,Rate,2000,5103.99979768947,5220.239366045758,4869.41861888045
YLLs (Years of Life Lost),Nepal,Both,All Ages,Total cancers,Number,2000,359779.4203135026,417453.1284973383,307013.2458293847
YLLs (Years of Life Lost),Nepal,Both,All Ages,Total cancers,Percent,2000,0.03820702824964158,0.042191635988599666,0.033877127864583106
YLLs (Years of Life Lost),Nepal,Both,All Ages,Total cancers,Rate,2000,1499.7957388516884,1740.217444191367,1279.831841033895
YLLs (Years of Life Lost),Poland,Both,All Ages,Total cancers,Number,2000,2337580.3845000667,2370267.6503538704,2281736.183011426
YLLs (Years of Life Lost),Poland,Both,All Ages,Total cancers,Percent,2000,0.28219760752839806,0.2856053936167626,0.27530460597343204
YLLs (Years of Life Lost),Poland,Both,All Ages,Total cancers,Rate,2000,6104.573625887848,6189.936175281499,5958.736912923118
YLLs (Years of Life Lost),Australasia,Both,All Ages,Total cancers,Number,2000,939065.3492221846,958381.0077308224,907453.1344494607
YLLs (Years of Life Lost),Australasia,Both,All Ages,Total cancers,Percent,2000,0.306061927287328,0.3123329958402699,0.29601082837752196
YLLs (Years of Life Lost),Australasia,Both,All Ages,Total cancers,Rate,2000,4142.080528061896,4227.279085395097,4002.6436514191155
YLLs (Years of Life Lost),Kenya,Both,All Ages,Total cancers,Number,2000,326522.013778505,375231.5450348222,283876.2890179338
YLLs (Years of Life Lost),Kenya,Both,All Ages,Total cancers,Percent,2000,0.017895483582380065,0.020933054455660058,0.014869474332689241
YLLs (Years of Life Lost),Kenya,Both,All Ages,Total cancers,Rate,2000,1051.0100702637071,1207.7964604852916,913.7418791901986
YLLs (Years of Life Lost),Italy,Both,All Ages,Total cancers,Number,2000,3378017.114240092,3432559.8802683917,3279146.204033073
YLLs (Years of Life Lost),Italy,Both,All Ages,Total cancers,Percent,2000,0.35117576655749716,0.3564344977439398,0.34081143598867664
YLLs (Years of Life Lost),Italy,Both,All Ages,Total cancers,Rate,2000,5961.566086870885,6057.823830168788,5787.077490355643
YLLs (Years of Life Lost),Mexico,Both,All Ages,Total cancers,Number,2019,2765781.872005168,3172386.6380655714,2394487.4719681577
YLLs (Years of Life Lost),Mexico,Both,All Ages,Total cancers,Percent,2019,0.13420819998006145,0.14205330604739366,0.12720441069257368
YLLs (Years of Life Lost),Mexico,Both,All Ages,Total cancers,Rate,2019,2213.6849716884285,2539.124540569633,1916.5072217894083
YLLs (Years of Life Lost),Japan,Both,All Ages,Total cancers,Number,2019,6923475.93565111,7301686.076550129,6216636.564351495
YLLs (Years of Life Lost),Japan,Both,All Ages,Total cancers,Percent,2019,0.36560567674166994,0.3850530312173054,0.32864839217275665
YLLs (Years of Life Lost),Japan,Both,All Ages,Total cancers,Rate,2019,5417.921605404389,5713.887520907659,4864.788997317338
YLLs (Years of Life Lost),Iraq,Both,All Ages,Total cancers,Number,2019,760705.4728298074,958941.1683908287,594485.8669107358
YLLs (Years of Life Lost),Iraq,Both,All Ages,Total cancers,Percent,2019,0.12257877690401163,0.1340821414913558,0.11073979685985877
YLLs (Years of Life Lost),Iraq,Both,All Ages,Total cancers,Rate,2019,1806.0652536566083,2276.7160042754563,1411.4270323616088
YLLs (Years of Life Lost),Australasia,Both,All Ages,Total cancers,Number,2019,1219158.3530593244,1265233.4522382258,1147161.1154754774
YLLs (Years of Life Lost),Australasia,Both,All Ages,Total cancers,Percent,2019,0.3508930607979414,0.3625356394872586,0.3313175814471541
YLLs (Years of Life Lost),Australasia,Both,All Ages,Total cancers,Rate,2019,4194.7686377229065,4353.299628000441,3947.047122743698
YLLs (Years of Life Lost),Poland,Both,All Ages,Total cancers,Number,2019,2610036.556592823,3070483.308893426,2187111.058768065
YLLs (Years of Life Lost),Poland,Both,All Ages,Total cancers,Percent,2019,0.3396144303101168,0.348452166069914,0.32703812455904835
YLLs (Years of Life Lost),Poland,Both,All Ages,Total cancers,Rate,2019,6790.878759494067,7988.884228872652,5690.497321244882
YLLs (Years of Life Lost),United Kingdom,Both,All Ages,Total cancers,Number,2019,3513273.64247847,3611274.5697457464,3340102.52460531
YLLs (Years of Life Lost),United Kingdom,Both,All Ages,Total cancers,Percent,2019,0.34803935340683184,0.356937467595863,0.33253198675857176
YLLs (Years of Life Lost),United Kingdom,Both,All Ages,Total cancers,Rate,2019,5226.495512069529,5372.28586564407,4968.878781211737
YLLs (Years of Life Lost),Nepal,Both,All Ages,Total cancers,Number,2019,617790.9313562075,737985.6332649892,489169.04820938257
YLLs (Years of Life Lost),Nepal,Both,All Ages,Total cancers,Percent,2019,0.10033455640378637,0.1113217199282895,0.08901278315806166
YLLs (Years of Life Lost),Nepal,Both,All Ages,Total cancers,Rate,2019,2031.1124555185204,2426.2768124933614,1608.2420382751616
YLLs (Years of Life Lost),Italy,Both,All Ages,Total cancers,Number,2019,3350440.110453399,3469382.945811648,3116601.5278877295
YLLs (Years of Life Lost),Italy,Both,All Ages,Total cancers,Percent,2019,0.36716732096669413,0.37923739999058126,0.34193548333826107
YLLs (Years of Life Lost),Italy,Both,All Ages,Total cancers,Rate,2019,5555.072155977211,5752.280884105232,5167.364823155221
YLLs (Years of Life Lost),Ukraine,Both,All Ages,Total cancers,Number,2019,2613008.9962378754,3058915.190668007,2219813.8479990046
YLLs (Years of Life Lost),Ukraine,Both,All Ages,Total cancers,Percent,2019,0.16559769071902755,0.17239523917926874,0.1599626410742171
YLLs (Years of Life Lost),Ukraine,Both,All Ages,Total cancers,Rate,2019,5932.935483939385,6945.382317169521,5040.171069251987
